Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
SI.POV.DDAY,CC BY-4.0,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at $2.15 a day is the percentage of the population living on less than $2.15 a day at 2017 international prices.,"Poverty headcount ratio at $2.15 a day is the percentage of the population living on less than $2.15 a day at 2017 purchasing power adjusted prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.","World Bank, Poverty and Inequality Platform. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are mostly from the Luxembourg Income Study database. For more information and methodology, please see http://pip.worldbank.org.",Poverty: Poverty rates,,%,Annual,,,"International comparisons of poverty estimates entail both conceptual and practical problems. Countries have different definitions of poverty, and consistent comparisons across countries can be difficult. Local poverty lines tend to have higher purchasing power in rich countries, where more generous standards are used, than in poor countries.

Since World Development Report 1990, the World Bank has aimed to apply a common standard in measuring extreme poverty, anchored to what poverty means in the world's poorest countries. The welfare of people living in different countries can be measured on a common scale by adjusting for differences in the purchasing power of currencies. The commonly used $1 a day standard, measured in 1985 international prices and adjusted to local currency using purchasing power parities (PPPs), was chosen for World Development Report 1990 because it was typical of the poverty lines in low-income countries at the time. As differences in the cost of living across the world evolve, the international poverty line has to be periodically updated using new PPP price data to reflect these changes. The last change was in September 2022, when we adopted $2.15 as the international poverty line using the 2017 PPP. Poverty measures based on international poverty lines attempt to hold the real value of the poverty line constant across countries, as is done when making comparisons over time. The $3.65 poverty line is derived from typical national poverty lines in countries classified as Lower Middle Income. The $6.85 poverty line is derived from typical national poverty lines in countries classified as Upper Middle Income.

Early editions of World Development Indicators used PPPs from the Penn World Tables to convert values in local currency to equivalent purchasing power measured in U.S dollars. Later editions used 1993, 2005, and 2017 consumption PPP estimates produced by the World Bank. The current extreme poverty line is set at $2.15 a day in 2017 PPP terms, which represents the mean of the poverty lines found in 15 of the poorest countries ranked by per capita consumption. The new poverty line maintains the same standard for extreme poverty - the poverty line typical of the poorest countries in the world - but updates it using the latest information on the cost of living in developing countries. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.

The statistics reported here are based on consumption data or, when unavailable, on income surveys.","The World Bank Group is committed to reducing extreme poverty to 3 percent or less, globally, by 2030. Monitoring poverty is important on the global development agenda as well as on the national development agenda of many countries. The World Bank produced its first global poverty estimates for developing countries for World Development Report 1990: Poverty (World Bank 1990) using household survey data for 22 countries (Ravallion, Datt, and van de Walle 1991). Since then there has been considerable expansion in the number of countries that field household income and expenditure surveys.","Despite progress in the last decade, the challenges of measuring poverty remain. The timeliness, frequency, quality, and comparability of household surveys need to increase substantially, particularly in the poorest countries. The availability and quality of poverty monitoring data remains low in small states, countries with fragile situations, and low-income countries and even some middle-income countries. The low frequency and lack of comparability of the data available in some countries create uncertainty over the magnitude of poverty reduction. 

Besides the frequency and timeliness of survey data, other data quality issues arise in measuring household living standards. The surveys ask detailed questions on sources of income and how it was spent, which must be carefully recorded by trained personnel. Income is generally more difficult to measure accurately, and consumption comes closer to the notion of living standards. And income can vary over time even if living standards do not. But consumption data are not always available: the latest estimates reported here use consumption data for about two-thirds of countries.

However, even similar surveys may not be strictly comparable because of differences in timing or in the quality and training of enumerators. Comparisons of countries at different levels of development also pose a potential problem because of differences in the relative importance of the consumption of nonmarket goods. The local market value of all consumption in kind (including own production, particularly important in underdeveloped rural economies) should be included in total consumption expenditure but may not be. Most survey data now include valuations for consumption or income from own production, but valuation methods vary.",The World Bank’s internationally comparable poverty monitoring database now draws on income or detailed consumption data from more than 2000 household surveys across 169 countries. See the Poverty and Inequality Platform (PIP) for details (www.pip.worldbank.org).,,"World Bank, Poverty and Inequality Platform: https://pip.worldbank.org/",,https://datacatalog.worldbank.org/public-licenses#cc-by
NY.GNP.ATLS.CD,CC BY-4.0,"GNI, Atlas method (current US$)",,"GNI (formerly GNP) is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output plus net receipts of primary income (compensation of employees and property income) from abroad. Data are in current U.S. dollars. GNI, calculated in national currency, is usually converted to U.S. dollars at official exchange rates for comparisons across economies, although an alternative rate is used when the official exchange rate is judged to diverge by an exceptionally large margin from the rate actually applied in international transactions. To smooth fluctuations in prices and exchange rates, a special Atlas method of conversion is used by the World Bank. This applies a conversion factor that averages the exchange rate for a given year and the two preceding years, adjusted for differences in rates of inflation between the country, and through 2000, the G-5 countries (France, Germany, Japan, the United Kingdom, and the United States). From 2001, these countries include the Euro area, Japan, the United Kingdom, and the United States.","World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,,,Annual,,Gap-filled total,"In calculating GNI and GNI per capita in U.S. dollars for certain operational purposes, the World Bank uses the Atlas conversion factor. The purpose of the Atlas conversion factor is to reduce the impact of exchange rate fluctuations in the cross-country comparison of national incomes.

The Atlas conversion factor for any year is the average of a country's exchange rate (or alternative conversion factor) for that year and its exchange rates for the two preceding years, adjusted for the difference between the rate of inflation in the country and that in Japan, the United Kingdom, the United States, and the Euro area. A country's inflation rate is measured by the change in its GDP deflator.
 
The inflation rate for Japan, the United Kingdom, the United States, and the Euro area, representing international inflation, is measured by the change in the SDR deflator. (Special drawing rights, or SDRs, are the International Monetary Fund's unit of account.) The SDR deflator is calculated as a weighted average of these countries' GDP deflators in SDR terms, the weights being the amount of each country's currency in one SDR unit. Weights vary over time because both the composition of the SDR and the relative exchange rates for each currency change. The SDR deflator is calculated in SDR terms first and then converted to U.S. dollars using the SDR to dollar Atlas conversion factor. The Atlas conversion factor is then applied to a country's GNI. The resulting GNI in U.S. dollars is divided by the midyear population to derive GNI per capita.
 
The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. An alternative conversion factor is used in the Atlas formula when the official exchange rate is judged to diverge by an exceptionally large margin from the rate effectively applied to domestic transactions of foreign currencies and traded products. This applies to only a small number of countries, as shown in the country-level metadata. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.","Because development encompasses many factors - economic, environmental, cultural, educational, and institutional - no single measure gives a complete picture. However, the total earnings of the residents of an economy, measured by its gross national income (GNI), is a good measure of its capacity to provide for the well-being of its people.",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
NY.GNP.PCAP.CD,CC BY-4.0,"GNI per capita, Atlas method (current US$)",,"GNI per capita (formerly GNP per capita) is the gross national income, converted to U.S. dollars using the World Bank Atlas method, divided by the midyear population. GNI is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output plus net receipts of primary income (compensation of employees and property income) from abroad. GNI, calculated in national currency, is usually converted to U.S. dollars at official exchange rates for comparisons across economies, although an alternative rate is used when the official exchange rate is judged to diverge by an exceptionally large margin from the rate actually applied in international transactions. To smooth fluctuations in prices and exchange rates, a special Atlas method of conversion is used by the World Bank. This applies a conversion factor that averages the exchange rate for a given year and the two preceding years, adjusted for differences in rates of inflation between the country, and through 2000, the G-5 countries (France, Germany, Japan, the United Kingdom, and the United States). From 2001, these countries include the Euro area, Japan, the United Kingdom, and the United States.","World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,,,Annual,,Weighted average,"The World Bank uses Atlas method GNI per capita in U.S. dollars to classify countries for analytical purposes and to determine borrowing eligibility. For more information, see the metadata for Atlas method GNI in current U.S. dollars (NY.GNP.ATLS.CD) and total population (SP.POP.TOTL).",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
NY.GNP.MKTP.PP.CD,CC BY-4.0,"GNI, PPP (current international $)",,"This indicator provides values for gross national income (GNI. Formerly GNP) expressed in current international dollars converted by purchasing power parity (PPP) conversion factor. 
Gross national income is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output plus net receipts of primary income (compensation of employees and property income) from abroad. PPP conversion factor is a spatial price deflator and currency converter that eliminates the effects of the differences in price levels between countries.

From July 2020, “GNI: linked series (current LCU)” [NY.GNP.MKTP.CN.AD] is used as underlying GNI in local currency unit so that it’s in line with time series of PPP conversion factors, which are extrapolated with linked deflators.","International Comparison Program, World Bank | World Development Indicators database, World Bank | Eurostat-OECD PPP Programme.",Economic Policy & Debt: Purchasing power parity,,,Annual,,Gap-filled total,"Typically, higher income countries have higher price levels, while lower income countries have lower price levels (Balassa-Samuelson effect). Market exchange rate-based cross-country comparisons of GDP at its expenditure components reflect both differences in economic outputs (volumes) and prices. Given the differences in price levels, the size of higher income countries is inflated, while the size of lower income countries is depressed in the comparison. PPP-based cross-country comparisons of GDP at its expenditure components only reflect differences in economic outputs (volume), as PPPs control for price level differences between the countries. Hence, the comparison reflects the real size of the countries.

For more information on underlying GNI in local currency, please refer to the metadata for "GNI (current LCU)" [NY.GNP.MKTP.CN]. For more information on underlying PPP conversion factor, please refer to the metadata for "PPP conversion factor, GDP (LCU per international $)" [PA.NUS.PPP]. 

For the concept and methodology of PPP, please refer to the International Comparison Program (ICP)’s website (https://www.worldbank.org/en/programs/icp).","Because development encompasses many factors - economic, environmental, cultural, educational, and institutional - no single measure gives a complete picture. However, the total earnings of the residents of an economy, measured by its gross national income (GNI), is a good measure of its capacity to provide for the well-being of its people.",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
NY.GNP.PCAP.PP.CD,CC BY-4.0,"GNI per capita, PPP (current international $)",,This indicator provides per capita values for gross national income (GNI. Formerly GNP) expressed in current international dollars converted by purchasing power parity (PPP) conversion factor. 
GNI is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output plus net receipts of primary income (compensation of employees and property income) from abroad. PPP conversion factor is a spatial price deflator and currency converter that eliminates the effects of the differences in price levels between countries.,"International Comparison Program, World Bank | World Development Indicators database, World Bank | Eurostat-OECD PPP Programme.",Economic Policy & Debt: Purchasing power parity,,,Annual,,Weighted average,"Typically, higher income countries have higher price levels, while lower income countries have lower price levels (Balassa-Samuelson effect). Market exchange rate-based cross-country comparisons of GDP at its expenditure components reflect both differences in economic outputs (volumes) and prices. Given the differences in price levels, the size of higher income countries is inflated, while the size of lower income countries is depressed in the comparison. PPP-based cross-country comparisons of GDP at its expenditure components only reflect differences in economic outputs (volume), as PPPs control for price level differences between the countries. Hence, the comparison reflects the real size of the countries.

For more information on underlying GNI in current international dollar, please refer to the metadata for "GNI, PPP (current international $)" [NY.GNP.MKTP.PP.CD]. For more information on underlying population, please refer to the metadata for "total population" [SP.POP.TOTL]. 
For the concept and methodology of PPP, please refer to the International Comparison Program (ICP)’s website (https://www.worldbank.org/en/programs/icp).",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SI.DST.FRST.20,CC BY-4.0,Income share held by lowest 20%,Percentage share of income or consumption that accrues to the first (poorest) quintile.,Percentage share of income or consumption is the share that accrues to subgroups of population indicated by deciles or quintiles. Percentage shares by quintile may not sum to 100 because of rounding.,"World Bank, Poverty and Inequality Platform. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are mostly from the Luxembourg Income Study database. For more information and methodology, please see http://pip.worldbank.org.",Poverty: Income distribution,,%,Annual,,,"Inequality in the distribution of income is reflected in the share of income or consumption accruing to a portion of the population ranked by income or consumption levels. The portions ranked lowest by personal income receive the smallest shares of total income.

Data on the distribution of income or consumption come from nationally representative household surveys. Where the original data from the household survey were available, they have been used to directly calculate the income or consumption shares by quintile. Otherwise, shares have been estimated from the best available grouped data.

The distribution data have been adjusted for household size, providing a more consistent measure of per capita income or consumption. 

The year reflects the year in which the underlying household survey data were collected or, when the data collection period bridged two calendar years, the year data collection started.

Percentage shares by quintile may not sum to 100 because of rounding.",The World Bank Group's goal of promoting shared prosperity has been defined as fostering income growth of the bottom 40 per cent of the welfare distribution in every country. Income distribution measures are important background indicators for shared prosperity.,"Despite progress in the last decade, the challenges of measuring poverty remain. The timeliness, frequency, quality, and comparability of household surveys need to increase substantially, particularly in the poorest countries. The availability and quality of poverty monitoring data remains low in small states, countries with fragile situations, and low-income countries and even some middle-income countries. The low frequency and lack of comparability of the data available in some countries create uncertainty over the magnitude of poverty reduction. 

Besides the frequency and timeliness of survey data, other data quality issues arise in measuring household living standards. The surveys ask detailed questions on sources of income and how it was spent, which must be carefully recorded by trained personnel. Income is generally more difficult to measure accurately, and consumption comes closer to the notion of living standards. And income can vary over time even if living standards do not. But consumption data are not always available: the latest estimates reported here use consumption data for about two-thirds of countries.

However, even similar surveys may not be strictly comparable because of differences in timing or in the quality and training of enumerators. Comparisons of countries at different levels of development also pose a potential problem because of differences in the relative importance of the consumption of nonmarket goods. The local market value of all consumption in kind (including own production, particularly important in underdeveloped rural economies) should be included in total consumption expenditure but may not be. Most survey data now include valuations for consumption or income from own production, but valuation methods vary.",The World Bank’s internationally comparable poverty monitoring database now draws on income or detailed consumption data from more than 2000 household surveys across 169 countries. See the Poverty and Inequality Platform (PIP) for details (www.pip.worldbank.org).,,"World Bank, Poverty and Inequality Platform: https://pip.worldbank.org/",,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.DYN.LE00.IN,CC BY-4.0,"Life expectancy at birth, total (years)",,Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision, or derived from male and female life expectancy at birth from sources such as: (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",Health: Mortality,,,Annual,,Weighted average,"Life expectancy at birth used here is the average number of years a newborn is expected to live if mortality patterns at the time of its birth remain constant in the future. It reflects the overall mortality level of a population, and summarizes the mortality pattern that prevails across all age groups in a given year. It is calculated in a period life table which provides a snapshot of a population's mortality pattern at a given time. It therefore does not reflect the mortality pattern that a person actually experiences during his/her life, which can be calculated in a cohort life table.

High mortality in young age groups significantly lowers the life expectancy at birth. But if a person survives his/her childhood of high mortality, he/she may live much longer. For example, in a population with a life expectancy at birth of 50, there may be few people dying at age 50. The life expectancy at birth may be low due to the high childhood mortality so that once a person survives his/her childhood, he/she may live much longer than 50 years.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.",Annual data series from United Nations Population Division's World Population Prospects are interpolated data from 5-year period data. Therefore they may not reflect real events as much as observed data.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.DYN.TFRT.IN,CC BY-4.0,"Fertility rate, total (births per woman)",,Total fertility rate represents the number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with age-specific fertility rates of the specified year.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.",Health: Reproductive health,,,Annual,,Weighted average,"Total fertility rates are based on data on registered live births from vital registration systems or, in the absence of such systems, from censuses or sample surveys. The estimated rates are generally considered reliable measures of fertility in the recent past. Where no empirical information on age-specific fertility rates is available, a model is used to estimate the share of births to adolescents. For countries without vital registration systems fertility rates are generally based on extrapolations from trends observed in censuses or surveys from earlier years.","Reproductive health is a state of physical and mental well-being in relation to the reproductive system and its functions and processes. Means of achieving reproductive health include education and services during pregnancy and childbirth, safe and effective contraception, and prevention and treatment of sexually transmitted diseases. Complications of pregnancy and childbirth are the leading cause of death and disability among women of reproductive age in developing countries.",Annual data series from United Nations Population Division's World Population Prospects are interpolated data from 5-year period data. Therefore they may not reflect real events as much as observed data.,Relevance to gender indicator: it can indicate the status of women within households and a woman’s decision about the number and spacing of children.,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.ADO.TFRT,CC BY-4.0,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,"Adolescent fertility rate is the number of births per 1,000 women ages 15-19.","United Nations Population Division, World Population Prospects.",Health: Reproductive health,,,Annual,,Weighted average,"Reproductive health is a state of physical and mental well-being in relation to the reproductive system and its functions and processes. Means of achieving reproductive health include education and services during pregnancy and childbirth, safe and effective contraception, and prevention and treatment of sexually transmitted diseases. Complications of pregnancy and childbirth are the leading cause of death and disability among women of reproductive age in developing countries.

Adolescent fertility rates are based on data on registered live births from vital registration systems or, in the absence of such systems, from censuses or sample surveys. The estimated rates are generally considered reliable measures of fertility in the recent past. Where no empirical information on age-specific fertility rates is available, a model is used to estimate the share of births to adolescents. For countries without vital registration systems fertility rates are generally based on extrapolations from trends observed in censuses or surveys from earlier years.",,,This is the Sustainable Development Goal indicator 3.7.2 [https://unstats.un.org/sdgs/metadata/].,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.DYN.CONU.ZS,CC BY-4.0,"Contraceptive prevalence, any method (% of married women ages 15-49)",,"Contraceptive prevalence, any method is the percentage of married women ages 15-49 who are practicing, or whose sexual partners are practicing, any method of contraception (modern or traditional). Modern methods of contraception include female and male sterilization, oral hormonal pills, the intra-uterine device (IUD), the male condom, injectables, the implant (including Norplant), vaginal barrier methods, the female condom and emergency contraception. Traditional methods of contraception include rhythm (e.g., fertility awareness based methods, periodic abstinence), withdrawal and other traditional methods.","Household surveys, including Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by United Nations Population Division.",Health: Reproductive health,,,Annual,,Weighted average,"Contraceptive prevalence rates are obtained mainly from nationally representative household surveys, including: Demographic and Health Surveys; Multiple Indicator Cluster Surveys; Contraceptive Prevalence Surveys; Gender and Generations Survey; Reproductive Health Surveys; and World Fertility Surveys.  Additional information was provided by other international survey programs and national surveys.  

Married women refer to women who are married (defined in relation to the marriage laws or customs of a country) and to women in a union, which refers to women living with their partner in the same household (also referred to as cohabiting unions, consensual unions, unmarried unions, or “living together”).","Contraceptive prevalence among women of reproductive age is related to maternal and child health, as well as gender equality and HIV/AIDS.   Contraceptives enable women and men to make informed decisions on family planning – whether, when, and how many children they would have. 

Preventing unwanted pregnancies is essential to reducing maternal deaths, especially in low- and middle- income countries where maternal mortality rate is high.  With effective contraception, life-threatening pregnancy complications can be reduced, and thus maternal deaths can be averted.  

Using condoms (one of the modern contraceptive methods) can prevent pregnancy as well as sexually transmitted diseases, including HIV.","While the data availability on contraceptive use has increased, in many countries the contraceptive use data are available only for married women. 

The time frame used to assess contraceptive prevalence may vary. In many surveys, it is left to the respondent to determine what is meant by “currently using” a method of contraception.",,"As of December 2021, for better consistency the contraceptive prevalence data only for currently married women or in union are included in this indicator. It means the data for the following categories are excluded from this indicator: ever-married women; all women; sexually active women; which data may have been included in this indicator before December 2021. In response to this, two new contraceptive prevalence indicators (any method and any modern method) for sexually active unmarried women 15-49 are added to the HealthStats database. https://databank.worldbank.org/source/health-nutrition-and-population-statistics",,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.STA.BRTC.ZS,CC BY-4.0,Births attended by skilled health staff (% of total),,"Births attended by skilled health staff are the percentage of deliveries attended by personnel trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys.",Health: Reproductive health,,,Annual,,Weighted average,,"Reproductive health is a state of physical and mental well-being in relation to the reproductive system and its functions and processes. Means of achieving reproductive health include education and services during pregnancy and childbirth, safe and effective contraception, and prevention and treatment of sexually transmitted diseases. Complications of pregnancy and childbirth are the leading cause of death and disability among women of reproductive age in developing countries.

The share of births attended by skilled health staff is an indicator of a health system's ability to provide adequate care for pregnant women.","For the indicators that are from household surveys, the year refers to the survey year. For more information, consult the original sources.",Assistance by trained professionals during birth reduces the incidence of maternal deaths during childbirth. The share of births attended by skilled health staff is an indicator of a health system’s ability to provide adequate care for pregnant women.

This is the Sustainable Development Goal indicator 3.1.2[https://unstats.un.org/sdgs/metadata/].,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.DYN.MORT,CC BY-4.0,"Mortality rate, under-5 (per 1,000 live births)",,"Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",Health: Mortality,,,Annual,,Weighted average,"The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A "complete" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.

Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal, infant, and child mortality estimates comparable and to ensure consistency across estimates by different agencies, the United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), which comprises the United Nations Children's Fund (UNICEF), the World Health Organization (WHO), the World Bank, the United Nations Population Division, and other universities and research institutes, developed and adopted a statistical method that uses all available information to reconcile differences. The method uses statistical models to obtain a best estimate trend line by fitting a country-specific regression model of mortality rates against their reference dates.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.","Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.","Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Under-five mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Under-five mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions have more significant impacts to this age group. Where female under-five mortality is higher, girls are likely to have less access to resources than boys.

Aggregate data for LIC, UMC, LMC, HIC are computed based on the groupings for the World Bank fiscal year in which the data was released by the UN Inter-agency Group for Child Mortality Estimation.

This is the Sustainable Development Goal indicator 3.2.1[https://unstats.un.org/sdgs/metadata/].",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.STA.MALN.ZS,CC BY-4.0,"Prevalence of underweight, weight for age (% of children under 5)",,Prevalence of underweight children is the percentage of children under age 5 whose weight for age is more than two standard deviations below the median for the international reference population ages 0-59 months. The data are based on the WHO's 2006 Child Growth Standards.,"UNICEF, WHO, World Bank: Joint child Malnutrition Estimates (JME). Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology.",Health: Nutrition,,%,Annual,,Linear mixed-effect model estimates,,,"Survey estimates come with levels of uncertainty due to both sampling error and non-sampling error (e.g., measurement technical error, recording error etc.,). None of the two sources of errors have been fully taken into account for deriving estimates neither at country nor at regional or worldwide levels.","Undernourished children have lower resistance to infection and are more likely to die from common childhood ailments such as diarrheal diseases and respiratory infections. Frequent illness saps the nutritional status of those who survive, locking them into a vicious cycle of recurring sickness and faltering growth (UNICEF). Estimates are from national survey data. Being even mildly underweight increases the risk of death and inhibits cognitive development in children. And it perpetuates the problem across generations, as malnourished women are more likely to have low-birth-weight babies. Stunting, or being below median height for age, is often used as a proxy for multifaceted deprivation and as an indicator of long-term changes in malnutrition.",,,"Recommendations for data collection, analysis and reporting on anthropometric indicators in children under 5 years old. Geneva: World Health Organization and the United Nations Children’s Fund (UNICEF), 2019. Licence: CC BY-NC-SA 3.0 IGO. 
https://data.unicef.org/resources/data-collection-analysis-reporting-on-anthropometric-indicators-in-children-under-5/
https://www.who.int/publications/i/item/9789241515559

WHO Anthro Survey Analyzer - https://www.who.int/tools/child-growth-standards/software",https://datacatalog.worldbank.org/public-licenses#cc-by
SH.IMM.MEAS,CC BY-4.0,"Immunization, measles (% of children ages 12-23 months)",,"Child immunization, measles, measures the percentage of children ages 12-23 months who received the measles vaccination before 12 months or at any time before the survey. A child is considered adequately immunized against measles after receiving one dose of vaccine.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).,Health: Disease prevention,,,Annual,,Weighted average,"Governments in developing countries usually finance immunization against measles and diphtheria, pertussis (whooping cough), and tetanus (DTP) as part of the basic public health package. The data shown here are based on an assessment of national immunization coverage rates by the WHO and UNICEF. The assessment considered both administrative data from service providers and household survey data on children's immunization histories. Based on the data available, consideration of potential biases, and contributions of local experts, the most likely true level of immunization coverage was determined for each year.

Notes on regional and global aggregates: When the vaccine is not introduced in a national immunization schedule, the missing value is assumed zero (or close to zero) in the relevant groups' averages.","Immunization is one of the most cost-effective public health interventions, and ??is an essential component for reducing under-five mortality. Immunization coverage estimates are used to monitor coverage of immunization services and to guide disease eradication and elimination efforts.",In many developing countries a lack of precise information on the size of the cohort of one-year-old children makes immunization coverage difficult to estimate from program statistics.,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
